id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,name,artist,genre
0Gym2BGsLU15iFSVhMQ3sD,0.0128,0.734,0.645,0,10,0.348,-5.275,0,0.214,148.021,4,0.283,OLD TUNES,Cochise,Viral
4RIdKsqdglJ5JqTG8kTvw7,0.0377,0.906,0.733,0,11,0.0765,-5.509,0,0.284,121.997,4,0.597,Darkest Before Dawn,BashfortheWorld,Viral
2aA3Xz6XKAo96jp03h4Zak,0.0383,0.574,0.635,0,0,0.147,-6.292,1,0.37,180.181,4,0.35,Ice Cream (feat. YN Jay & Riff Raff),BabyTron,Viral
4hNdFY5XiWlcdVY8zBoE8b,0.862,0.593,0.462,0.000419,8,0.133,-9.048,0,0.0372,139.976,4,0.186,Clocking U,Cash Cobain,Viral
4NgMDPV2mIh6MUkqkyNmP3,0.00521,0.853,0.476,7.01e-05,10,0.316,-5.714,0,0.346,139.867,4,0.188,What It Is?!,Pi’erre Bourne,Viral
6URtrmPQlWDbCy3Ke1VSNz,0.146,0.883,0.717,0,1,0.108,-5.853,1,0.11,126.993,4,0.586,Emily,yvngxchris,Viral
7oB3Sh2bsCdQiD3Jq8oLsF,0.00996,0.686,0.506,0.00383,11,0.119,-9.092,1,0.143,150.964,4,0.2,Love My Tone,Fourfive,Viral
5LF0f602GWSAxZfmwRvUUI,0.0674,0.675,0.645,0,1,0.148,-8.627,1,0.257,93.702,4,0.7,DROP TOP,Anycia,Viral
725UfuWEXWg0C7PCqP8HIz,0.0925,0.792,0.675,0.000118,11,0.18,-6.972,0,0.197,101.612,4,0.393,Walk,310babii,Viral
57YTz6wLTV3c6bXFI8nwAh,0.0811,0.62,0.406,0,9,0.139,-12.11,1,0.537,101.003,5,0.344,ATL Freestyle,Heembeezy,Viral
6GUgd5uXPPLzNK94F7zO4Y,0.506,0.651,0.684,0,2,0.118,-6.651,0,0.123,129.739,4,0.343,Games,KA$HDAMI,Viral
4dUj9KBYC8ob9MGgTPaRTF,0.0123,0.643,0.626,0,1,0.067,-7.694,1,0.252,161.026,4,0.539,You Is Not Havin,Lil Kari,Viral
6et5HwX6nTYddg7hDGAxug,0.00617,0.65,0.539,2.67e-05,1,0.114,-7.281,1,0.0561,158.105,4,0.253,ONE CALL,Rich Amiri,Viral
67mSIbxWBzaFptWINhPN2U,0.0586,0.464,0.665,0,2,0.206,-6.193,1,0.2,100.312,5,0.137,TATTI,Bktherula,Viral
3lq7nObJRC3GXoPDe8zZIW,0.0572,0.464,0.59,7.99e-05,11,0.101,-11.198,0,0.0898,73.545,4,0.33,Diamonds Cry,Tevomxntana,Viral
3xwRLDnm6pwIGWVyUabn1s,0.326,0.651,0.538,0.0413,10,0.135,-10.492,0,0.0718,126.033,3,0.0749,Think He God,Jace!,Viral
0s9eWn090LdFQxKqkPLiH3,0.0282,0.757,0.667,0,0,0.423,-6.451,1,0.0329,147.05,4,0.334,Rover!,Dina Ayada,Viral
1OiiHxQFLMftJpw5C8Vrar,0.0247,0.567,0.749,0,1,0.194,-7.119,1,0.0668,178.562,4,0.146,GREEN GOBLIN - Spotify Singles,Odetari,Viral
3geCHoatBHgpCbLmittPye,0.212,0.746,0.561,2.94e-06,1,0.0683,-11.295,1,0.151,140.029,4,0.669,BUBBLE GREEN,FLEE,Viral
1NrnZgvRMMSCvJzu9Qjr45,0.118,0.578,0.409,0,8,0.175,-11.054,1,0.425,97.561,4,0.17,Spirit (feat. 03 Greedo),ASM Bopster,Viral
4fcXf7kKugatldnInKIH4V,0.0547,0.893,0.779,0,0,0.0736,-5.692,0,0.306,153.162,4,0.749,No Problems,Superstar Pride,Viral
21IO3sH0r3hD5c0QZTjSHl,0.0137,0.501,0.866,4.57e-05,1,0.125,-6.401,1,0.528,73.938,3,0.414,Chain Gang,Anti Da Menace,Viral
6dK7gVvB5l4VyYsiG4LOH6,0.002,0.886,0.585,0,11,0.233,-10.04,1,0.301,118.03,4,0.512,Way Too Turnt (with Tay Keith),Lil Darius,Viral
52c1MKL7zhs29TnMZhpFeh,0.272,0.895,0.594,0,10,0.717,-5.231,1,0.237,140.079,4,0.505,White Girl Wasted,Tay Money,Viral
35uuAlEbvARgXm4lULDyUy,0.256,0.569,0.532,0,11,0.321,-6.523,0,0.325,109.934,5,0.342,Wicked Romance,Scorey,Viral
4eQqu4v3amr4tOsiHFJKlw,0.0445,0.679,0.559,0,5,0.135,-7.453,0,0.0732,135.038,4,0.136,Monsoon,Fourfive,Viral
20LjVwLgn8EaT2LvEoK0Nl,0.445,0.628,0.606,1.52e-06,10,0.132,-6.19,0,0.154,158.143,4,0.327,Special K,BLP KOSHER,Viral
2rVMvrKpFmnpVRxRNWIywy,0.121,0.745,0.489,0,4,0.186,-9.447,0,0.329,142.977,4,0.604,Hood Bitch Aesthetic,Rubi Rose,Viral
7kQ0dKyEQkYTWqJUEf7Hx8,0.0112,0.844,0.4,2.16e-05,10,0.265,-14.948,0,0.144,111.015,4,0.204,NOBU,Kevin Powers,Viral
6f13WB2izFqsFFIl5eMdIT,0.0456,0.755,0.835,0,4,0.295,-3.521,1,0.205,72.974,4,0.927,1500 Shawty,TisaKorean,Viral
3DHybk9XQCME6I7vmfweHW,0.312,0.671,0.816,0,11,0.275,-7.178,1,0.226,141.184,4,0.779,REFUND,Anycia,Viral
3aQ8TbaVBc1BZNMVAobpZC,0.135,0.742,0.808,0,7,0.258,-3.777,1,0.305,152.89,4,0.798,Love and War,BBG Steppaa,Viral
0DqriIxLtWa47JbuZ3mAgX,0.0964,0.757,0.545,1.4e-05,8,0.303,-4.472,1,0.0605,137.909,4,0.369,Cellulite,AUDREY NUNA,Viral
5NOOxxawp4MU1remSX2eJQ,0.0434,0.911,0.789,0,5,0.315,-5.452,1,0.0778,125.007,4,0.606,Rick Rubin,Lil Pump,Viral
5l6eIWTmwDkadW03IDbYIe,0.312,0.813,0.622,0,1,0.411,-5.23,1,0.0609,124.006,4,0.428,Give Em A Show,Kidd Kenn,Viral
7rTsCvIxfjT5NsWYbiDdL1,0.198,0.761,0.405,0,8,0.0946,-11.085,1,0.289,120.087,4,0.311,DTD,Thouxanbanfauni,Viral
2hsNdc8rDVN2O5QOxbGayy,0.104,0.689,0.709,0,11,0.17,-8.094,1,0.515,170.021,3,0.646,RICH SCHOLAR,Lil Mabu,Viral
4SC64uYq1eUnWhYbahqK6y,0.0712,0.721,0.439,1.91e-06,2,0.103,-12.686,1,0.281,141.884,4,0.211,I love freaks (Sexyy’s Version),Lijay,Viral
05k4xJfpBqkLoO9FBl9XrE,0.165,0.8,0.531,0,7,0.104,-14.101,0,0.231,73.996,4,0.55,ICEY,Thouxanbanfauni,Viral
55BTqAWXmsq6K3b3JxzEVT,0.00366,0.856,0.769,0,0,0.0568,-6.382,1,0.211,142.019,4,0.947,Freak Like Me,Slimeroni,Viral
27z0n0bxgN8GGaWd32wVfw,0.254,0.53,0.536,0,9,0.0906,-9.27,0,0.0927,143.076,4,0.125,Xanax / Burnt Memories,Summrs,Viral
3dcwO3xoYHYp3PFhMlACmE,0.0347,0.691,0.733,0,0,0.226,-6.203,1,0.238,160.919,4,0.466,BING BONG (Remix) [feat. Sexyy Red],BlakeIANA,Viral
4wXMa4oleu4CaD06V7zEyG,0.0693,0.708,0.582,0.00382,11,0.119,-8.807,1,0.0413,140.03,4,0.342,the Rake (can’t complain),Riovaz,Viral
7IbucrVf4NXY4tADmFdZpm,0.208,0.674,0.691,0,2,0.0803,-5.653,1,0.349,149.222,4,0.31,Lady Cop,2Rare,Viral
5rfMpJorQrwpvCOfDM7Q5L,0.0242,0.752,0.411,0,11,0.168,-8.407,0,0.0965,137.037,4,0.458,Wake Up,Dom Corleo,Viral
7MWv1HHPxLo3OlRX5bRnIt,0.0808,0.729,0.723,0,10,0.183,-4.997,0,0.0957,157.07,4,0.881,Just In Time,Pyrex Pryce,Viral
2ktPib6e7LCnHX4LZECEyG,0.332,0.569,0.603,0,2,0.137,-7.993,0,0.157,75.034,4,0.353,AT WHAT COST?,Lil Mabu,Viral
1bUhj0j6akbGxinxsVe6PR,0.0735,0.798,0.838,0,6,0.271,-3.385,1,0.173,160.062,4,0.911,You Wish (with Missy Elliott & Kaliii) – Remix,Flyana Boss,Viral
6qWlp0154BPzimbk2CPkMm,0.172,0.935,0.674,0,1,0.0839,-5.066,1,0.272,102.035,4,0.629,Underrated (feat. MoneySign Suede) - Remix,Zoe Osama,Viral
5pA5DmqA3tNd9F8KMNrd1C,0.0306,0.638,0.648,0,8,0.097,-4.767,1,0.382,106.811,5,0.343,Rare Story Pt. 2,2Rare,Viral
1wRyDZUQJEMy4qOL3VKWpu,0.0412,0.763,0.601,0,0,0.0588,-5.615,0,0.0384,110.964,4,0.152,heartache blues,midwxst,Viral
7BfwfsoIZsa9QGUxfoz8DE,0.0846,0.737,0.67,0,6,0.29,-6.608,0,0.305,154.114,4,0.541,Tomioka (with Flo Milli) - Remix,Jay Eazy,Viral
32mXd7wU5DXzI3NwxOjeLT,0.109,0.518,0.497,0.00103,1,0.106,-10.983,1,0.358,85.912,5,0.145,SINS,DIRTYXAN,Viral
38Kt8Elz6jRogLkl0OWQ0I,0.186,0.777,0.558,0.001,1,0.102,-7.856,1,0.0869,101.97,4,0.498,marry me,Kanii,Viral
6Wo5QX4i3imhftyKOYUZjI,0.0415,0.713,0.512,0,8,0.336,-8.277,1,0.43,153.275,4,0.962,Rando,TisaKorean,Viral
0IrecfudrvKZUjLdPgEu7W,0.0347,0.833,0.725,0,8,0.121,-5.572,0,0.105,139.972,4,0.413,SEEN,Unghetto,Viral
6T1dDWfxHxjHkIIhKANk49,0.055,0.824,0.576,1.17e-05,1,0.108,-8.21,1,0.0755,123.945,4,0.547,NEED IT,Joony,Viral
3yl7WqiswUejJddFqErYPV,0.271,0.483,0.493,0.00309,8,0.258,-10.684,1,0.238,140.046,4,0.213,2017,Jace!,Viral
00GgVbUzNfwknUJN0XSuh1,0.367,0.686,0.648,0,8,0.133,-6.465,1,0.273,159.96,4,0.557,melanin,wolfacejoeyy,Viral
6jSC6HQdTrDMobpRciFYvq,0.182,0.621,0.536,0.000577,11,0.409,-6.514,0,0.381,180.035,4,0.763,Quite Frankly (with Luh Tyler & Trapland Pat),BLP KOSHER,Viral
10Ov8KUvheyNHKlCBK5VLd,0.245,0.677,0.594,0,1,0.329,-5.418,1,0.117,74.991,4,0.249,PAMPER PAMPER,Dro Kenji,Viral
1MoxBQxwPAiQKlRQ4BV9MB,0.243,0.27,0.57,0,2,0.135,-8.833,1,0.103,75.68,4,0.095,CRAZY GIRL P2 (feat. YoungBoy Never Broke Again),Bktherula,Viral
1ovWpT2RfxpbUFdpMS59zQ,0.0272,0.628,0.762,0,6,0.132,-7.091,0,0.127,140.356,4,0.142,American Psycho,Dom Corleo,Viral
6htWGNhskc5f0Xke88Vn5z,0.00199,0.665,0.633,0.392,6,0.0795,-9.163,1,0.0504,174.775,4,0.577,Turn Your Phone Off,PinkPantheress,Viral
6qyAMxx8th14kYK4LlxpTc,0.000358,0.606,0.679,0.000124,1,0.162,-6.073,1,0.0788,100.071,3,0.0283,X & Sex,OsamaSon,Viral
5tF9WEhxbT2hDzD1TN5yPo,0.0298,0.632,0.757,1.2e-05,6,0.191,-8.539,1,0.185,165.105,4,0.381,WOAH,KYLE,Viral
4kZgxSySjVSLRpegVw8SsX,0.151,0.749,0.391,0.0241,6,0.402,-9.575,0,0.0524,122.169,4,0.586,waiting alonE,Riovaz,Viral
7FoNUT1v6tCzGna2yZvVY3,0.0492,0.688,0.765,0,6,0.37,-3.778,0,0.0789,133.999,4,0.241,CODEINE CRAZY,Rich Amiri,Viral
7wbNu1P1ZokAM4gTJSImzu,0.303,0.724,0.662,0,10,0.154,-6.155,0,0.408,123.957,5,0.26,Perc & Sex,YN Jay,Viral
1URv5SAu4pjhmQ7gAshWtQ,0.0269,0.575,0.871,0,1,0.0958,-3.014,0,0.136,156.99,4,0.414,warning,midwxst,Viral
0KK6oylgSBhXglGZQL61y0,0.187,0.713,0.78,0,1,0.316,-3.642,1,0.244,170.121,4,0.386,MMM HMM (feat. Sexyy Red),Lancey Foux,Viral
2lBm6toXTg5vyqgGkwRmKx,0.023,0.572,0.738,0,8,0.405,-4.453,1,0.163,140.499,4,0.434,KRUSTY KREW ANTHEM (BACK ON THE GRILL),Kash Krabs,Viral
2cXeUYMss6hflg9hSZHePD,0.252,0.787,0.522,0,10,0.11,-9.648,0,0.165,124.009,4,0.731,TADA,Unghetto,Viral
6B22fN7OoE3zGKcM6CrKtv,0.0396,0.842,0.377,0.00049,6,0.0938,-12.265,0,0.2,135.042,4,0.581,IN THIS (feat. Cash Cobain),FLEE,Viral
7KlYBKL2aNJJ3kQI1iO96M,0.00177,0.609,0.758,1.55e-05,5,0.802,-5.645,0,0.0443,139.981,4,0.262,KNOYA,tana,Viral
05pTIcFoJc2Sd5gULTUR1t,0.0471,0.864,0.709,8.07e-05,2,0.0688,-6.717,1,0.264,100.957,4,0.349,Gangsta Boogie,Zoe Osama,Viral
4lcrZiMuwz0VWiwrrqGgOW,0.111,0.695,0.666,0,6,0.161,-6.368,0,0.195,93.487,4,0.131,Just Like Me,Heembeezy,Viral
05QTU0jumc79qqlpAzMEbw,0.448,0.841,0.287,0.574,0,0.118,-16.649,0,0.0641,74.995,4,0.254,Genesis,Bravo 1-2,Viral
5754hZ1mD8MUxppIBI1Lze,0.00254,0.656,0.755,0,7,0.0609,-5.996,1,0.054,130.255,4,0.444,AINT NOTHING,Rich Amiri,Viral
0NaUT74rJ0NHS62fewzatU,0.000195,0.477,0.565,0.0011,1,0.193,-8.3,1,0.0334,151.928,4,0.0399,I LOVE YOU HOE (w/ 9lives),Odetari,Viral
1Qvxd1s2lzrXedEjqdYQQn,0.391,0.802,0.644,0,2,0.122,-8.92,1,0.285,141.953,4,0.63,Slizzy Talk,Cash Cobain,Viral
3caUeHv3m0bu2W7ATsLSdS,0.0397,0.632,0.773,0,6,0.0795,-5.456,0,0.0595,159.991,4,0.209,COBRA,454,Viral
0UrynT1ZUyYiF5I9dT52tQ,0.251,0.427,0.364,0,2,0.141,-13.866,1,0.179,105.792,4,0.0587,OH WHY,Lambo4oe,Viral
1K7Tnhm54msvxefjFMWa6f,0.0234,0.639,0.492,0.121,0,0.226,-4.86,1,0.0835,148.027,4,0.119,WA\VE,Hardrock,Viral
7DFTrjG8Y4uNSUGj8bfLMR,0.377,0.71,0.732,0,11,0.779,-4.412,0,0.257,81.529,4,0.645,First Things First,Kodie Shane,Viral
